CIS_OBEC;NAZ_OBEC;TYP_OBEC;OKRSKY_CELKEM;OKRSKY_ZPRAC;OKRSKY_ZPRAC_PROC;ZAPSANI_VOLICI;VYDANE_OBALKY;UCAST_PROC;ODEVZDANE_OBALKY;PLATNE_HLASY;PLATNE_HLASY_PROC;KSTRANA;HLASY;PROC_HLASU
567973;Homole u Panny;OBEC_BEZ_MCMO;1;1;100.00;297;113;38.05;113;113;100.00;70;2;1.76
567973;Homole u Panny;OBEC_BEZ_MCMO;1;1;100.00;297;113;38.05;113;113;100.00;75;3;2.65
567973;Homole u Panny;OBEC_BEZ_MCMO;1;1;100.00;297;113;38.05;113;113;100.00;77;4;3.53
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;3;6;0.89
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;5;9;1.34
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;7;61;9.14
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;16;51;7.64
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;19;66;9.89
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;28;2;0.29
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;33;108;16.19
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;41;17;2.54
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;42;18;2.69
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;45;18;2.69
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;50;164;24.58
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;63;34;5.09
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;70;22;3.29
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;71;1;0.14
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;75;3;0.44
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;77;85;12.74
568007;Chabařovice;OBEC_BEZ_MCMO;3;3;100.00;2011;678;33.71;678;667;98.38;82;2;0.29
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;3;6;0.53
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;5;14;1.25
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;7;148;13.26
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;16;89;7.97
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;18;1;0.08
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;19;123;11.02
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;23;2;0.17
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;28;5;0.44
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;33;117;10.48
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;41;39;3.49
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;42;38;3.40
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;45;24;2.15
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;50;278;24.91
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;63;77;6.89
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;70;56;5.01
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;71;4;0.35
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;75;3;0.26
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;77;91;8.15
568015;Chlumec;OBEC_BEZ_MCMO;4;4;100.00;3518;1136;32.29;1136;1116;98.24;82;1;0.08
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;5;3;0.78
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;7;51;13.35
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;16;33;8.63
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;19;36;9.42
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;23;2;0.52
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;33;69;18.06
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;41;8;2.09
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;42;16;4.18
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;45;10;2.61
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;50;81;21.20
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;63;15;3.92
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;70;13;3.40
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;71;1;0.26
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;75;3;0.78
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;77;40;10.47
568023;Chuderov;OBEC_BEZ_MCMO;2;2;100.00;880;386;43.86;386;382;98.96;82;1;0.26
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;5;2;0.39
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;7;62;12.13
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;16;53;10.37
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;18;2;0.39
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;19;75;14.67
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;23;2;0.39
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;28;1;0.19
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;33;58;11.35
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;41;16;3.13
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;42;11;2.15
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;45;16;3.13
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;50;129;25.24
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;63;31;6.06
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;70;17;3.32
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;71;1;0.19
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;75;3;0.58
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;77;31;6.06
568058;Libouchec;OBEC_BEZ_MCMO;1;1;100.00;1530;513;33.53;513;511;99.61;82;1;0.19
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;3;1;0.66
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;7;11;7.33
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;16;11;7.33
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;19;21;14.00
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;33;22;14.66
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;41;5;3.33
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;42;9;6.00
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;45;5;3.33
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;50;54;36.00
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;63;8;5.33
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;70;1;0.66
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;75;1;0.66
568091;Malé Březno;OBEC_BEZ_MCMO;2;2;100.00;436;151;34.63;151;150;99.34;77;1;0.66
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;5;1;0.38
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;7;29;11.28
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;16;19;7.39
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;19;36;14.00
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;33;27;10.50
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;41;10;3.89
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;42;7;2.72
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;45;10;3.89
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;50;69;26.84
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;63;13;5.05
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;70;9;3.50
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;71;3;1.16
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;77;21;8.17
568104;Malečov;OBEC_BEZ_MCMO;4;4;100.00;674;259;38.43;259;257;99.23;82;3;1.16
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;3;2;1.13
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;7;9;5.11
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;16;32;18.18
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;19;19;10.79
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;23;2;1.13
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;28;1;0.56
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;33;14;7.95
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;41;5;2.84
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;42;9;5.11
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;45;4;2.27
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;50;47;26.70
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;63;14;7.95
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;70;2;1.13
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;71;1;0.56
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;75;2;1.13
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;77;12;6.81
568147;Petrovice;OBEC_BEZ_MCMO;2;2;100.00;588;180;30.61;180;176;97.78;82;1;0.56
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;3;5;0.91
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;5;1;0.18
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;7;71;12.97
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;16;41;7.49
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;19;58;10.60
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;33;60;10.96
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;41;17;3.10
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;42;23;4.20
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;45;12;2.19
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;50;161;29.43
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;63;30;5.48
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;70;13;2.37
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;71;3;0.54
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;77;51;9.32
568155;Povrly;OBEC_BEZ_MCMO;3;3;100.00;1839;551;29.96;551;547;99.27;82;1;0.18
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;3;5;1.12
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;5;2;0.45
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;7;54;12.18
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;16;46;10.38
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;19;34;7.67
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;28;2;0.45
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;33;38;8.57
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;41;18;4.06
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;42;19;4.28
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;45;16;3.61
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;50;102;23.02
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;63;38;8.57
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;70;28;6.32
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;71;2;0.45
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;75;1;0.22
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;77;37;8.35
568201;Řehlovice;OBEC_BEZ_MCMO;3;3;100.00;1145;445;38.86;444;443;99.77;82;1;0.22
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;3;1;2.08
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;7;4;8.33
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;16;3;6.25
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;19;5;10.41
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;33;2;4.16
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;41;1;2.08
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;42;1;2.08
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;45;11;22.91
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;50;15;31.25
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;63;2;4.16
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;75;1;2.08
568287;Tašov;OBEC_BEZ_MCMO;1;1;100.00;110;48;43.64;48;48;100.00;77;2;4.16
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;5;3;1.23
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;7;21;8.67
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;16;21;8.67
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;19;25;10.33
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;33;10;4.13
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;41;42;17.35
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;42;5;2.06
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;45;5;2.06
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;50;74;30.57
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;63;17;7.02
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;70;4;1.65
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;75;2;0.82
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;77;12;4.95
568295;Telnice;OBEC_BEZ_MCMO;1;1;100.00;579;243;41.97;243;242;99.59;82;1;0.41
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;3;2;0.51
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;7;27;7.01
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;16;13;3.37
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;19;32;8.31
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;23;1;0.25
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;28;1;0.25
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;33;59;15.32
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;41;5;1.29
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;42;4;1.03
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;45;9;2.33
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;50;55;14.28
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;63;20;5.19
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;70;7;1.81
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;71;2;0.51
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;75;4;1.03
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;77;141;36.62
568309;Tisá;OBEC_BEZ_MCMO;1;1;100.00;755;385;50.99;385;385;100.00;82;3;0.77
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;3;7;0.98
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;5;5;0.70
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;7;75;10.59
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;16;60;8.47
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;19;57;8.05
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;23;5;0.70
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;28;10;1.41
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;33;114;16.10
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;41;14;1.97
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;42;25;3.53
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;45;24;3.38
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;50;213;30.08
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;63;35;4.94
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;70;21;2.96
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;71;2;0.28
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;75;3;0.42
568350;Velké Březno;OBEC_BEZ_MCMO;2;2;100.00;1829;716;39.15;716;708;98.88;77;38;5.36
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;3;2;2.38
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;5;1;1.19
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;7;8;9.52
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;16;5;5.95
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;19;12;14.28
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;33;6;7.14
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;41;3;3.57
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;42;2;2.38
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;45;3;3.57
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;50;16;19.04
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;63;23;27.38
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;75;1;1.19
568384;Zubrnice;OBEC_BEZ_MCMO;1;1;100.00;195;85;43.59;85;84;98.82;77;2;2.38
